ticker,name,sector,year_filed,filing_date,sample_source,bankruptcy_filing,bankrupt,total_assets,total_liabilities,current_assets,current_liabilities,retained_earnings,revenue,net_income,ebit,interest_expense,stockholders_equity,long_term_debt,source_filing_end,source_filing_filed,source_filing_form,debt_to_equity,current_ratio,return_on_assets,interest_coverage,net_margin,market_cap,price,beta,pe_ratio,week52_high,week52_low,analyst_rating,shares_outstanding,company_size
BBY,Best Buy,Consumer Discretionary,,,s&p500_auto_control,0,0,14670000000.0,,8504000000.0,7679000000.0,2610000000.0,41691000000.0,1069000000.0,1389000000.0,47000000.0,2964000000.0,1154000000.0,2026-01-31,2026-03-18,10-K,,1.1074358640447974,0.07286980231765508,29.5531914893617,0.02564102564102564,12389811200.0,59.13,1.374,11.732143,84.99,58.56,hold,209112577.0,Large
BKNG,Booking Holdings,Consumer Discretionary,,,s&p500_auto_control,0,0,29264000000.0,34842000000.0,22264000000.0,16698000000.0,40670000000.0,26917000000.0,288663000.0,8825000000.0,897000000.0,-5578000000.0,18736000000.0,2025-12-31,2026-02-18,10-K,-6.246324847615633,1.3333333333333333,0.009864099234554401,9.83835005574136,0.010724189174127874,137425387520.0,176.6,1.198,26.676739,233.5764,150.618,buy,778173152.0,Large
CCL,Carnival,Consumer Discretionary,,,s&p500_auto_control,0,0,51687000000.0,,4219000000.0,13092000000.0,4817000000.0,18881000000.0,2760000000.0,4483000000.0,2066000000.0,12284000000.0,27383000000.0,2025-11-30,2026-01-27,10-K,,0.3222578673999389,0.053398340008125836,2.169893514036786,0.1461786981621736,36394541056.0,26.275,2.482,11.57489,34.03,17.33,buy,1239000212.0,Large
CMG,Chipotle Mexican Grill,Consumer Discretionary,,,s&p500_auto_control,0,0,8994531000.0,6163924000.0,1466953000.0,1188142000.0,619908000.0,11925601000.0,1535761000.0,1935798000.0,,2830607000.0,0.0,2025-12-31,2026-02-04,10-K,2.1775979498390274,1.2346613451927464,0.17074386646730108,,0.12877849929743582,42921353216.0,32.955,1.064,28.907896,58.42,29.75,buy,1302423000.0,Mid
CVNA,Carvana,Consumer Discretionary,,,s&p500_auto_control,0,0,13201000000.0,8998000000.0,6549000000.0,1519000000.0,-9000000.0,,1407000000.0,1881000000.0,632000000.0,3441000000.0,4918000000.0,2025-12-31,2026-02-18,10-K,2.6149375181633245,4.311389071757735,0.10658283463373987,2.9762658227848102,,57800228864.0,404.215,3.614,47.77955,486.89,229.4,buy,142993769.0,Large
ADM,Archer Daniels Midland,Consumer Staples,,,s&p500_auto_control,0,0,52389000000.0,,26665000000.0,19534000000.0,21983000000.0,80269000000.0,1078000000.0,,612000000.0,,7612000000.0,2025-12-31,2026-02-17,10-K,,1.3650558001433397,0.020576838649334784,,0.013429842155751286,34937393152.0,72.5,0.636,32.51121,74.19,46.81,hold,481895100.0,Large
BF-B,Brown–Forman,Consumer Staples,,,s&p500_auto_control,0,0,8086000000.0,4093000000.0,4195000000.0,1080000000.0,4710000000.0,,869000000.0,1107000000.0,122000000.0,3993000000.0,2421000000.0,2025-04-30,2025-06-13,10-K,1.0250438266967192,3.884259259259259,0.10746970071728915,9.073770491803279,,12706091008.0,27.7,0.421,16.10465,36.18,22.61,hold,290262390.0,Mid
BG,Bunge Global,Consumer Staples,,,s&p500_auto_control,0,0,44528000000.0,,24391000000.0,15127000000.0,13152000000.0,70329000000.0,816000000.0,,628000000.0,15904000000.0,10168000000.0,2025-12-31,2026-02-19,10-K,,1.6124148872876314,0.018325547969816745,,0.011602610587382161,24334835712.0,125.56,0.696,25.520325,131.93,71.6,buy,193810410.0,Large
CAG,Conagra Brands,Consumer Staples,,,s&p500_auto_control,0,0,20933900000.0,12001200000.0,3071000000.0,4317000000.0,6759100000.0,1500000000.0,1152400000.0,1364600000.0,297800000.0,8932700000.0,7260000000.0,2025-05-25,2025-07-10,10-K,1.3435131595150402,0.7113736391012278,0.05504946522148286,4.58226997985225,0.7682666666666667,6798543872.0,14.2099,0.033,,24.8,14.04,hold,478437156.0,Large
CASY,Casey's,Consumer Staples,,,s&p500_auto_control,0,0,8208118000.0,4699448000.0,1012853000.0,1101693000.0,3459065000.0,15940899000.0,546520000.0,,83951000.0,3508670000.0,2405375000.0,2025-04-30,2025-06-23,10-K,1.3393815890351615,0.919360475195903,0.06658286345298642,,0.0342841391818617,29018959872.0,782.88,0.605,44.83849,806.49,430.0,buy,36959030.0,Mid
CHD,Church & Dwight,Consumer Staples,,,s&p500_auto_control,0,0,8912400000.0,4910200000.0,1597000000.0,1497700000.0,6768200000.0,,736800000.0,1077600000.0,95200000.0,4002200000.0,2205100000.0,2025-12-31,2026-02-12,10-K,1.2268752186297536,1.066301662549242,0.08267133432072168,11.319327731092438,,22801596416.0,96.26,0.473,31.874172,106.04,81.33,buy,236875094.0,Mid
CL,Colgate-Palmolive,Consumer Staples,,,s&p500_auto_control,0,0,16330000000.0,15965000000.0,5709000000.0,6853000000.0,26595000000.0,15454000000.0,2132000000.0,3306000000.0,,54000000.0,7839000000.0,2025-12-31,2026-02-23,10-K,295.64814814814815,0.8330658105939005,0.13055725658297612,,0.1379578102756568,68452397056.0,85.32,0.331,32.441063,99.33,74.55,buy,802301915.0,Large
CLX,Clorox,Consumer Staples,,,s&p500_auto_control,0,0,5561000000.0,5079000000.0,1608000000.0,1919000000.0,432000000.0,6124000000.0,810000000.0,,88000000.0,321000000.0,2484000000.0,2025-06-30,2025-08-08,10-K,15.822429906542055,0.8379364252214695,0.14565725588922857,,0.13226649248856956,11598857216.0,95.9282,0.645,15.700196,143.96,95.845,hold,120911863.0,Mid
APA,APA Corporation,Energy,,,s&p500_auto_control,0,0,17761000000.0,,2121000000.0,2571000000.0,-721000000.0,,1434000000.0,3087000000.0,,6093000000.0,,2025-12-31,2026-02-26,10-K,,0.8249708284714119,0.080738697145431,,,13628887040.0,38.565,0.484,9.665413,45.66,15.2,hold,353400414.0,Large
BKR,Baker Hughes,Energy,,,s&p500_auto_control,0,0,40881000000.0,,18828000000.0,13877000000.0,-3252000000.0,,2588000000.0,3081000000.0,,18834000000.0,,2025-12-31,2026-02-05,10-K,,1.356777401455646,0.06330569213081871,,,67490430976.0,68.03,0.898,21.734823,70.41,34.56,buy,992068697.0,Large
COP,ConocoPhillips,Energy,,,s&p500_auto_control,0,0,121939000000.0,57452000000.0,15532000000.0,11972000000.0,68864000000.0,58944000000.0,7988000000.0,,,64487000000.0,16147000000.0,2025-12-31,2026-02-17,10-K,0.8909082450726503,1.297360507851654,0.06550816391802458,,0.1355184581976113,151107305472.0,123.975,0.192,19.523623,135.87,84.28,buy,1218853041.0,Large
CTRA,Coterra,Energy,,,s&p500_auto_control,0,0,24241000000.0,9395000000.0,1849000000.0,1557000000.0,6894000000.0,7645000000.0,1717000000.0,2452000000.0,73000000.0,14838000000.0,3818000000.0,2025-12-31,2026-02-27,10-K,0.6331715864671789,1.1875401412973667,0.07083041128666309,33.58904109589041,0.22459123610202747,26269941760.0,34.595,0.27,15.444197,36.88,22.33,buy,759356619.0,Large
CVX,Chevron Corporation,Energy,,,s&p500_auto_control,0,0,324012000000.0,131836000000.0,38552000000.0,33387000000.0,205365000000.0,189031000000.0,12299000000.0,,,186450000000.0,25676000000.0,2025-12-31,2026-02-24,10-K,0.7070850093858944,1.1547009315002845,0.03795847067392566,,0.0650634022990938,374078603264.0,187.8,0.587,28.325792,214.71,133.77,buy,1991898801.0,Large
DVN,Devon Energy,Energy,,,s&p500_auto_control,0,0,31599000000.0,,4006000000.0,4086000000.0,10200000000.0,17188000000.0,2642000000.0,-2895000000.0,536000000.0,15528000000.0,8389000000.0,2025-12-31,2026-02-18,10-K,,0.9804209495839452,0.08361024083040602,-5.401119402985074,0.15371189201768676,30717794304.0,49.43,0.526,11.853717,52.71,29.7,strong_buy,621440299.0,Large
EOG,EOG Resources,Energy,,,s&p500_auto_control,0,0,51799000000.0,,7656000000.0,4691000000.0,29765000000.0,22632000000.0,4980000000.0,6385000000.0,235000000.0,29833000000.0,,2025-12-31,2026-02-24,10-K,,1.6320613941590278,0.0961408521400027,27.170212765957448,0.2200424178154825,72345739264.0,135.045,0.333,14.791347,151.87,101.59,buy,535715814.0,Large
EQT,EQT Corporation,Energy,,,s&p500_auto_control,0,0,41792874000.0,14432726000.0,1895151000.0,2484841000.0,4237089000.0,8644211000.0,2039247000.0,3249619000.0,219660000.0,23752677000.0,7800328000.0,2025-12-31,2026-02-18,10-K,0.6076252373574565,0.7626850168682825,0.04879413174600053,14.793858690703814,0.23590898000985863,37256597504.0,59.565,0.693,11.302656,68.24,48.47,buy,625478000.0,Large
ACGL,Arch Capital Group,Financials,,,s&p500_auto_control,0,0,79241000000.0,55035000000.0,,,27045000000.0,19929000000.0,4399000000.0,,148000000.0,24206000000.0,,2025-12-31,2026-02-26,10-K,2.2736098487978187,,0.05551419088603122,,0.22073360429524813,34560245760.0,97.005,0.384,8.362499,103.39,82.45,buy,356272841.0,Large
AFL,Aflac,Financials,,,s&p500_auto_control,0,0,116470000000.0,86980000000.0,,,54682000000.0,17164000000.0,3646000000.0,4157000000.0,195000000.0,29490000000.0,,2025-12-31,2026-02-25,10-K,2.949474398101051,,0.03130419850605306,21.317948717948717,0.21242134700536006,59817975808.0,116.11,0.652,17.024927,119.32,96.95,hold,515183672.0,Large
AIG,American International Group,Financials,,,s&p500_auto_control,0,0,161254000000.0,120092000000.0,,,37186000000.0,26775000000.0,3096000000.0,,396000000.0,41139000000.0,9191000000.0,2025-12-31,2026-02-12,10-K,2.919176450570019,,0.019199523732744615,,0.11563025210084034,39425032192.0,73.71,0.601,13.574586,87.46,71.25,buy,534866770.0,Large
AIZ,Assurant,Financials,,,s&p500_auto_control,0,0,36289600000.0,30418000000.0,,,4826300000.0,12814300000.0,872700000.0,,108000000.0,5871600000.0,2006900000.0,2025-12-31,2026-02-19,10-K,5.180530008856189,,0.024048212159957675,,0.06810360300601671,11681522688.0,234.63,0.56,13.867022,246.31,183.39,none,49786997.0,Large
AJG,Arthur J. Gallagher & Co.,Financials,,,s&p500_auto_control,0,0,70665000000.0,47318000000.0,34356000000.0,32519000000.0,5806000000.0,1721400000.0,1494000000.0,,639000000.0,23321000000.0,12873000000.0,2025-12-31,2026-02-17,10-K,2.0289867501393593,1.0564900519696179,0.02114200806622798,,0.8678982223771349,54088699904.0,210.38,0.683,36.65157,351.23,195.0,buy,256888062.0,Large
ALL,Allstate,Financials,,,s&p500_auto_control,0,0,119758000000.0,89169000000.0,,,62393000000.0,67685000000.0,10282000000.0,,379000000.0,30610000000.0,7490000000.0,2025-12-31,2026-02-20,10-K,2.913067624959164,,0.08585647722907865,,0.15190958114796485,55631200256.0,215.435,0.224,5.660404,219.48,188.08,buy,258227312.0,Large
AMP,Ameriprise Financial,Financials,,,s&p500_auto_control,0,0,190904000000.0,184355000000.0,,,27662000000.0,18911000000.0,3563000000.0,,,6549000000.0,2249000000.0,2025-12-31,2026-03-12,10-K/A,28.150099251794167,,0.01866383103549428,,0.1884088625667601,42883055616.0,475.9496,1.266,11.85724,550.18,422.37,buy,90100000.0,Large
AON,Aon plc,Financials,,,s&p500_auto_control,0,0,50784000000.0,41236000000.0,25774000000.0,23226000000.0,-245000000.0,10770000000.0,3695000000.0,4344000000.0,484000000.0,9352000000.0,15249000000.0,2025-12-31,2026-02-13,10-K,4.4093242087254065,1.109704641350211,0.07275913673597983,8.975206611570249,0.34308263695450325,69008187392.0,321.065,0.825,18.852905,381.0,304.59,buy,214254496.0,Large
A,Agilent Technologies,Health Care,,,s&p500_auto_control,0,0,12727000000.0,5986000000.0,4594000000.0,2347000000.0,1389000000.0,4472000000.0,1303000000.0,1479000000.0,112000000.0,6741000000.0,3050000000.0,2025-10-31,2025-12-22,10-K,0.8879988132324581,1.9573924158500213,0.10238076530211361,13.205357142857142,0.2913685152057245,32519047168.0,115.07,1.303,25.401764,160.27,104.1,buy,282602317.0,Large
ABBV,AbbVie,Health Care,,,s&p500_auto_control,0,0,133960000000.0,,29062000000.0,43289000000.0,-15493000000.0,61160000000.0,4226000000.0,15075000000.0,2893000000.0,-3270000000.0,64503000000.0,2025-12-31,2026-02-20,10-K,,0.6713483794959458,0.03154673036727381,5.210853784998272,0.06909744931327665,349259825152.0,197.46,0.364,83.31646,244.81,176.57,buy,1768762377.0,Large
ABT,Abbott Laboratories,Health Care,,,s&p500_auto_control,0,0,86713000000.0,,25996000000.0,16496000000.0,49781000000.0,,6524000000.0,8053000000.0,637000000.0,52130000000.0,12929000000.0,2025-12-31,2026-02-20,10-K,,1.5758971871968963,0.07523670037941255,12.642072213500786,,162412527616.0,93.465,0.782,26.180672,139.06,90.72,buy,1737674869.0,Large
ALGN,Align Technology,Health Care,,,s&p500_auto_control,0,0,6233693000.0,2184546000.0,2616562000.0,1920015000.0,2464157000.0,387126000.0,410351000.0,545755000.0,51000.0,4049147000.0,,2025-12-31,2026-02-27,10-K,0.5395077037213023,1.3627820615984771,0.0658279129241687,10701.078431372549,1.0599933871659357,12602491904.0,175.97,1.811,31.145132,208.31,122.0,buy,71617275.0,Mid
AMGN,Amgen,Health Care,,,s&p500_auto_control,0,0,90586000000.0,,29057000000.0,25489000000.0,-25107000000.0,25424000000.0,7711000000.0,9080000000.0,,8658000000.0,54604000000.0,2025-12-31,2026-02-13,10-K,,1.1399819529993331,0.0851235290221447,,0.3032960981749528,182692724736.0,338.905,0.465,23.832981,391.29,261.43,hold,539067675.0,Large
BAX,Baxter International,Health Care,,,s&p500_auto_control,0,0,20055000000.0,13953000000.0,6872000000.0,2970000000.0,13705000000.0,,-957000000.0,-308000000.0,290000000.0,6129000000.0,9438000000.0,2025-12-31,2026-02-12,10-K,2.276554087126774,2.3138047138047138,-0.04771877337322363,-1.0620689655172413,,9308033024.0,18.03,0.617,,32.68,15.73,hold,516252514.0,Large
BDX,Becton Dickinson,Health Care,,,s&p500_auto_control,0,0,55325000000.0,,9255000000.0,8313000000.0,16622000000.0,21840000000.0,1678000000.0,2579000000.0,613000000.0,25390000000.0,,2025-09-30,2025-11-25,10-K,,1.113316492241068,0.0303298689561681,4.207177814029364,0.07683150183150184,42223382528.0,148.43,0.352,24.292961,187.35,127.58648,buy,284466650.0,Large
BIIB,Biogen,Health Care,,,s&p500_auto_control,0,0,29439500000.0,11182700000.0,8974100000.0,3349400000.0,20552700000.0,9890600000.0,1292900000.0,2840700000.0,267500000.0,14799400000.0,6286800000.0,2025-12-31,2026-02-06,10-K,0.7556184710190954,2.67931569833403,0.04391718609351382,10.619439252336448,0.13072007764948537,26839932928.0,182.885,0.162,20.782385,202.41,115.25,buy,146758528.0,Large
ADP,Automatic Data Processing,Industrials,,,s&p500_auto_control,0,0,53369300000.0,47181300000.0,43252200000.0,41278300000.0,25240600000.0,20560900000.0,4079700000.0,,455900000.0,6188000000.0,37000000.0,2025-06-30,2025-08-06,10-K,7.624644473173885,1.0478193142643957,0.07644282387065222,,0.19842030261321245,80194674688.0,199.17,0.856,19.132565,329.93,188.16,hold,402644364.0,Large
ALLE,Allegion,Industrials,,,s&p500_auto_control,0,0,5223700000.0,3156100000.0,1391800000.0,755400000.0,2238100000.0,2408200000.0,643800000.0,859500000.0,101000000.0,1318300000.0,1980100000.0,2025-12-31,2026-02-17,10-K,2.3940681180307974,1.842467566851999,0.1232459750751383,8.509900990099009,0.26733659995017023,11889211392.0,138.35,1.03,18.620459,183.11,134.67,buy,85935755.0,Mid
AME,Ametek,Industrials,,,s&p500_auto_control,0,0,16067543000.0,5438757000.0,3019842000.0,2842752000.0,12252480000.0,,1480142000.0,1910317000.0,81795000.0,10628786000.0,2283309000.0,2025-12-31,2026-02-17,10-K,0.5117006777631989,1.0622952688099419,0.09211999619356862,23.35493612078978,,52557918208.0,229.445,1.041,35.794853,242.05,163.2,buy,229065429.0,Large
AOS,A. O. Smith,Industrials,,,s&p500_auto_control,0,0,3142800000.0,1284800000.0,1291500000.0,862500000.0,3951800000.0,,546200000.0,728600000.0,13500000.0,1858000000.0,155000000.0,2025-12-31,2026-02-10,10-K,0.6914962325080732,1.4973913043478262,0.17379406898307243,53.97037037037037,,8794816512.0,63.62,1.346,16.524675,81.87,62.14,buy,112376652.0,Mid
AXON,Axon Enterprise,Industrials,,,s&p500_auto_control,0,0,7000313000.0,3757655000.0,3713052000.0,1470147000.0,936670000.0,,124656000.0,-62076000.0,,3242658000.0,1810722000.0,2025-12-31,2026-02-25,10-K,1.1588194006275099,2.5256331509706174,0.017807203763603143,,,32745349120.0,406.41,1.605,265.62747,885.92,339.01,buy,80572201.0,Mid
BLDR,Builders FirstSource,Industrials,,,s&p500_auto_control,0,0,11237530000.0,6885279000.0,2927283000.0,1574941000.0,153866000.0,,435199000.0,786276000.0,193174000.0,4352251000.0,383904000.0,2025-12-31,2026-02-17,10-K,1.5820041169500565,1.8586620070212154,0.038727282596798404,4.070299315642892,,9544677376.0,88.775,1.636,22.821337,151.03,76.5,buy,107515372.0,Large
BR,Broadridge Financial Solutions,Industrials,,,s&p500_auto_control,0,0,8545000000.0,5889900000.0,1817100000.0,1861200000.0,3862500000.0,4142600000.0,839500000.0,1188600000.0,,2655100000.0,3252300000.0,2025-06-30,2025-08-05,10-K,2.2183345260065535,0.9763056092843327,0.09824458747805734,,0.20265050934195916,18551953408.0,158.905,1.015,17.577986,271.91,150.1,buy,116748715.0,Mid
CARR,Carrier Global,Industrials,,,s&p500_auto_control,0,0,37190000000.0,23062000000.0,8533000000.0,7114000000.0,12193000000.0,,1484000000.0,2172000000.0,,,10227000000.0,2025-12-31,2026-02-05,10-K,,1.1994658420016868,0.03990319978488841,,,51780157440.0,61.98,1.319,36.674553,81.09,50.24,buy,835433325.0,Large
ACN,Accenture,Information Technology,,,s&p500_auto_control,0,0,65394897000.0,,28900689000.0,20352097000.0,21018731000.0,69672977000.0,7678433000.0,10225664000.0,228555000.0,31195446000.0,,2025-08-31,2025-10-10,10-K,,1.4200349477501015,0.11741639412628786,44.7404957231301,0.11020675921455172,109393592320.0,177.75,1.236,14.581625,325.71,173.84,buy,613939268.0,Large
ADBE,Adobe Inc.,Information Technology,,,s&p500_auto_control,0,0,29496000000.0,17873000000.0,10163000000.0,10200000000.0,45354000000.0,23769000000.0,7130000000.0,8706000000.0,113000000.0,11623000000.0,6210000000.0,2025-11-28,2026-01-15,10-K,1.537726920760561,0.9963725490196078,0.2417276918904258,77.04424778761062,0.2999705498758888,98402492416.0,243.45,1.518,14.187063,422.95,224.13,buy,404200000.0,Large
ADI,Analog Devices,Information Technology,,,s&p500_auto_control,0,0,47992712000.0,,7108061000.0,3245801000.0,10539541000.0,6200942000.0,2267342000.0,2932496000.0,264641000.0,33815755000.0,,2025-11-01,2025-11-25,10-K,,2.1899250755052453,0.047243464799405374,11.081034306853436,0.365644768165869,188002533376.0,385.09,1.053,70.529305,408.37,186.73,buy,488204157.0,Large
ADSK,Autodesk,Information Technology,,,s&p500_auto_control,0,0,12467000000.0,,4942000000.0,5808000000.0,-1432000000.0,,1124000000.0,1578000000.0,80000000.0,3045000000.0,2500000000.0,2026-01-31,2026-03-03,10-K,,0.8508953168044077,0.09015801716531643,19.725,,49473171456.0,234.47,1.433,44.746185,329.09,214.1,strong_buy,211000000.0,Large
AKAM,Akamai Technologies,Information Technology,,,s&p500_auto_control,0,0,11479643000.0,6502272000.0,2286680000.0,967518000.0,3424929000.0,2502996000.0,452031000.0,566944000.0,17709000.0,4977371000.0,,2025-12-31,2026-02-20,10-K,1.3063667546582323,2.3634495688969093,0.039376747168879726,32.01445592636512,0.18059597378501605,14114273280.0,95.87,0.594,31.228014,121.12,69.78,buy,147223048.0,Large
AMAT,Applied Materials,Information Technology,,,s&p500_auto_control,0,0,36299000000.0,15884000000.0,20881000000.0,7999000000.0,55227000000.0,14608000000.0,6998000000.0,8289000000.0,238000000.0,20415000000.0,5448000000.0,2025-10-26,2025-12-12,10-K,0.7780553514572618,2.6104513064133017,0.1927876801013802,34.82773109243698,0.479052573932092,306182619136.0,385.81,1.637,39.529713,420.5,144.71,buy,793609867.0,Large
AMD,Advanced Micro Devices,Information Technology,,,s&p500_auto_control,0,0,76926000000.0,,26947000000.0,9455000000.0,6699000000.0,,4335000000.0,3694000000.0,131000000.0,62999000000.0,1000000.0,2025-12-27,2026-02-04,10-K,,2.850026441036489,0.056352858591373525,28.198473282442748,,531856326656.0,326.21,1.963,124.98467,352.99,91.87,buy,1630338779.0,Large
ANET,Arista Networks,Information Technology,,,s&p500_auto_control,0,0,19448600000.0,7078100000.0,16387000000.0,5376500000.0,9446600000.0,,3511400000.0,3856100000.0,2701000.0,12370500000.0,,2025-12-31,2026-02-17,10-K,0.5721757406733762,3.0478936110852786,0.1805477000915233,1427.6564235468345,,207498510336.0,164.79,1.475,60.142334,179.8,77.72,strong_buy,1259169438.0,Large
ALB,Albemarle Corporation,Materials,,,s&p500_auto_control,0,0,16374211000.0,,4008139000.0,1798044000.0,4613676000.0,5142733000.0,-510628000.0,-367084000.0,,9533365000.0,3193541000.0,2025-12-31,2026-02-11,10-K,,2.2291662495467297,-0.031184891901050987,,-0.09929117455640804,22310092800.0,189.25,1.433,,215.71,53.7,buy,117886887.0,Large
AMCR,Amcor,Materials,,,s&p500_auto_control,0,0,37066000000.0,25326000000.0,8434000000.0,6987000000.0,548000000.0,5082000000.0,511000000.0,1009000000.0,396000000.0,11728000000.0,5314400000.0,2025-06-30,2025-08-15,10-K,2.1594474761255116,1.207098897953342,0.013786219176603895,2.547979797979798,0.10055096418732783,17765656576.0,38.45,0.708,28.909775,50.94,37.95,buy,462045690.0,Large
APD,Air Products,Materials,,,s&p500_auto_control,0,0,41059500000.0,23709700000.0,5825800000.0,4218600000.0,17558600000.0,12037300000.0,-394500000.0,-877000000.0,177500000.0,15024900000.0,5289400000.0,2025-09-30,2025-11-20,10-K,1.5780271416115914,1.3809794718627033,-0.00960800789098747,-4.940845070422535,-0.03277313018700207,67351212032.0,302.49,0.808,,307.29,229.11,buy,222656008.0,Large
AVY,Avery Dennison,Materials,,,s&p500_auto_control,0,0,8801700000.0,,2990300000.0,2653600000.0,5597500000.0,,688000000.0,,119000000.0,2242100000.0,3199000000.0,2025-12-31,2026-02-25,10-K,,1.126884232740428,0.0781667177931536,,,12852836352.0,167.1,1.003,19.01024,199.54,156.23,buy,76917031.0,Mid
BALL,Ball Corporation,Materials,,,s&p500_auto_control,0,0,19524000000.0,14103000000.0,6113000000.0,5487000000.0,12219000000.0,,444000000.0,1273000000.0,259700000.0,5421000000.0,7791000000.0,2025-12-31,2026-02-19,10-K,2.6015495296070834,1.1140878439948971,0.022741241548862937,4.90180978051598,,16219366400.0,60.94,1.142,18.466667,68.29,44.83,buy,266153058.0,Large
CF,CF Industries,Materials,,,s&p500_auto_control,0,0,14088000000.0,,2985000000.0,887000000.0,3874000000.0,7084000000.0,1539200000.0,2300000000.0,155000000.0,4838000000.0,3215000000.0,2025-12-31,2026-02-25,10-K,,3.3652762119503947,0.10925610448608745,14.838709677419354,0.21727837380011292,18851809280.0,122.72,0.516,13.665925,141.96,75.42,hold,153616434.0,Large
CRH,CRH plc,Materials,,,s&p500_auto_control,0,0,58329000000.0,32851000000.0,15254000000.0,8754000000.0,25593000000.0,,3753000000.0,5440000000.0,376000000.0,24004000000.0,17533000000.0,2025-12-31,2026-02-18,10-K,1.368563572737877,1.7425177061914554,0.06434192254281747,14.46808510638298,,76475523072.0,114.45,1.241,20.771324,131.55,86.83,strong_buy,668200316.0,Large
CTVA,Corteva,Materials,,,s&p500_auto_control,0,0,42845000000.0,,17335000000.0,12125000000.0,-67000000.0,17401000000.0,1094000000.0,,,24144000000.0,,2025-12-31,2026-02-12,10-K,,1.4296907216494845,0.025533901272027076,,0.0628699500028734,53017022464.0,78.97,0.68,45.125713,85.63,60.535,buy,671356502.0,Large
AMT,American Tower,Real Estate,,,s&p500_auto_control,0,0,63190400000.0,52835100000.0,2741800000.0,6913800000.0,-5086000000.0,10644600000.0,1690600000.0,4845800000.0,1398200000.0,3652500000.0,38901800000.0,2025-12-31,2026-02-24,10-K,14.465462012320328,0.3965691804796205,0.02675406390844179,3.4657416678586754,0.158822313661387,82440241152.0,176.77,0.93,32.735184,234.33,165.08,buy,466370068.0,Large
ARE,Alexandria Real Estate Equities,Real Estate,,,s&p500_auto_control,0,0,34081835000.0,14925399000.0,,,734000.0,,-1429570000.0,,226698000.0,15470070000.0,12400555000.0,2025-12-31,2026-01-26,10-K,0.9647919498748228,,-0.04194521803183426,,,7089554432.0,40.95,,,88.24,39.41,hold,173127082.0,Large
AVB,AvalonBay Communities,Real Estate,,,s&p500_auto_control,0,0,22192137000.0,10357820000.0,,,371157000.0,3040725000.0,1081994000.0,2020949000.0,259181000.0,11611340000.0,9328552000.0,2025-12-31,2026-02-27,10-K,0.8920434678512558,,0.04875573722350398,7.797442713779174,0.35583421716860286,25310595072.0,181.945,0.763,24.553982,213.34,160.1,hold,139111236.0,Large
BXP,"BXP, Inc.",Real Estate,,,s&p500_auto_control,0,0,26166164000.0,18473924000.0,,,-1674995000.0,3482279000.0,276800000.0,908110000.0,653138000.0,5147190000.0,3300000000.0,2025-12-31,2026-02-27,10-K,3.589128048508021,,0.010578547164957004,1.3903799809534891,0.07948817426748403,9320626176.0,58.74,1.047,33.75862,79.33,49.72,buy,158675962.0,Large
CBRE,CBRE Group,Real Estate,,,s&p500_auto_control,0,0,30877000000.0,21251000000.0,13489000000.0,12320000000.0,9916000000.0,40550000000.0,1157000000.0,1753000000.0,107270000.0,8878000000.0,2574301000.0,2025-12-31,2026-02-12,10-K,2.393669745438162,1.0948863636363637,0.037471256922628496,16.341940896802463,0.028532675709001233,43064537088.0,147.07,1.348,33.50114,174.27,118.58,buy,292816579.0,Large
CCI,Crown Castle,Real Estate,,,s&p500_auto_control,0,0,31518000000.0,33153000000.0,1144000000.0,4479000000.0,-20161000000.0,4264000000.0,444000000.0,2075000000.0,0.0,7089221000.0,24337000000.0,2025-12-31,2026-02-23,10-K,4.676536392362433,0.2554141549453003,0.0140871882733676,,0.10412757973733583,37287587840.0,85.45,0.964,36.05485,115.76,75.96,buy,436367346.0,Large
CPT,Camden Property Trust,Real Estate,,,s&p500_auto_control,0,0,9042989000.0,4604736000.0,,,,,384462000.0,,138239000.0,4362523000.0,3900800000.0,2025-12-31,2026-02-12,10-K,1.0555213118647169,,0.042514925098327556,,,10987905024.0,104.92,0.848,29.638418,121.33,96.53,buy,104726511.0,Mid
CSGP,CoStar Group,Real Estate,,,s&p500_auto_control,0,0,10538000000.0,2167000000.0,2119000000.0,746000000.0,2350000000.0,965230000.0,7000000.0,-72000000.0,2615000.0,8334000000.0,140000000.0,2025-12-31,2026-02-26,10-K,0.26001919846412286,2.8404825737265416,0.0006642626684380338,-27.533460803059274,0.007252157516861266,15308478464.0,36.12,0.92,1806.0,97.43,34.75,buy,419793301.0,Large
AEE,Ameren,Utilities,,,s&p500_auto_control,0,0,48476000000.0,,2571000000.0,3907000000.0,5292000000.0,8799000000.0,523000000.0,2026000000.0,776000000.0,13401000000.0,19431000000.0,2025-12-31,2026-02-18,10-K,,0.6580496544663424,0.010788843964023435,2.6108247422680413,0.05943857256506421,31039107072.0,112.195,0.533,20.97103,115.53,93.27,buy,276653219.0,Large
AEP,American Electric Power,Utilities,,,s&p500_auto_control,0,0,114460000000.0,82204000000.0,6052000000.0,13314000000.0,15441000000.0,21876000000.0,1480000000.0,5319000000.0,1806900000.0,31138000000.0,47322000000.0,2025-12-31,2026-02-12,10-K,2.6399897231678335,0.4545591107105303,0.012930281320985497,2.9437157562676406,0.06765405010056683,73593053184.0,135.39,0.57,20.328829,137.74,97.46,buy,543563480.0,Large
